call_id,situation,cluster_id,situation_name
call_101,The prospect clarified that their restaurant concept does not work with online ordering and they avoid third-party platforms.,4,Already satisfied or not ready for new online ordering solutions
call_102,"The prospect seemed to express that phone orders with modifiers were manageable or preferred, implying hesitation about switching to an online system.",0,Limited capacity or no interest in online ordering
call_102,"The prospect did not show strong interest or urgency to explore a new system, signaling potential disinterest in booking a demo.",1,Low prospect engagement or interest
call_102,"The prospect indicated they currently only take phone orders for takeout and have no delivery option, suggesting limited interest or awareness of online ordering solutions.",4,Already satisfied or not ready for new online ordering solutions
call_103,"The prospect indicated they were already 'all set,' implying they were satisfied with their current marketing or ordering setup and not interested in further discussion.",6,Prospect not ready to change systems
call_104,The prospect showed interest but had not clearly stated their motivation or pain point for wanting the SEO report.,1,Low prospect engagement or interest
call_104,The prospect might have been hesitant about committing to a sales meeting due to uncertainty about fit or potential cost.,1,Low prospect engagement or interest
call_104,The prospect expressed concern about their restaurant not showing up well online despite having good reviews and social media presence.,4,Already satisfied or not ready for new online ordering solutions
call_104,"The prospect had been traveling and had not yet scheduled a time for the demo, creating uncertainty about when or if the meeting would occur.",8,Scheduling or demo confirmation challenges
call_105,"The prospect asked how they could test the rep’s claims without signing an agreement, showing hesitation about commitment.",1,Low prospect engagement or interest
call_105,The prospect expressed confusion about what 'visibility on the website' meant and asked the rep to explain.,5,Prospect confusion about caller identity and purpose
call_105,"The prospect questioned the rep’s location and credibility, asking where the rep was calling from and what area they work in.",5,Prospect confusion about caller identity and purpose
call_105,The prospect asked how they would know if the solution makes sense and whether they need to be present for that evaluation.,6,Prospect not ready to change systems
call_105,"The prospect delayed scheduling a demo, citing that one manager was away for the weekend and they needed to discuss it internally first.",8,Scheduling or demo confirmation challenges
call_106,"The prospect stated that their website orders and third-party orders were about the same, showing no immediate pain point.",0,Limited capacity or no interest in online ordering
call_106,"The prospect was unsure about the commission rates taken by delivery platforms, indicating limited awareness of cost impact.",2,Pricing questions and cost concerns
call_106,The prospect said she would need to check with the owner before committing to a meeting.,3,Prospect unavailable or uncertain about timing
call_106,The prospect did not recall submitting a demo request and seemed uncertain about prior contact with Owner.com.,7,Prospect confusion or lack of awareness
call_106,The prospect asked for an email with more information instead of immediately scheduling a demo.,8,Scheduling or demo confirmation challenges
call_107,"The prospect interrupted the conversation to take an important phone call, ending the discussion abruptly.",3,Prospect unavailable or uncertain about timing
call_107,"The prospect asked if the rep’s solution involved creating another website, showing uncertainty about what the offering actually entailed.",5,Prospect confusion about caller identity and purpose
call_107,The prospect revealed they already have someone managing their website and expressed concern about mixing or duplicating web pages.,6,Prospect not ready to change systems
call_108,"The prospect expressed mild curiosity but limited engagement, responding with short acknowledgments like 'interesting' and 'yeah' during the technical explanation.",1,Low prospect engagement or interest
call_108,The prospect reiterated they couldn’t meet soon and wanted to push the conversation down the road.,3,Prospect unavailable or uncertain about timing
call_108,"The prospect asked to be reminded what the company does, showing lack of recall or awareness about Owner.com’s offering.",7,Prospect confusion or lack of awareness
call_108,"When asked to book a meeting, the prospect objected, saying they already have a web guy handling things and are too busy, declining a demo for now.",8,Scheduling or demo confirmation challenges
call_109,The prospect shows mild interest but does not express a clear desire to change or adopt a new system.,1,Low prospect engagement or interest
call_109,The prospect confirms their restaurant only takes phone orders for takeout and does not have an online ordering or delivery system.,4,Already satisfied or not ready for new online ordering solutions
call_109,The prospect does not commit directly to a demo but provides another contact (likely a decision-maker) and their phone number.,8,Scheduling or demo confirmation challenges
call_110,"The prospect suggested the rep could reach out in about a year, leaving a small window for future contact but no immediate interest.",3,Prospect unavailable or uncertain about timing
call_110,"The prospect stated they are not looking to do anything because the restaurant is in the midst of a potential buyout, indicating no current interest or capacity to engage in new initiatives.",9,Speaking with non‑owner or unavailable decision‑maker
call_110,"The prospect explained that the incoming ownership group is experienced and likely already has advertising and website support, suggesting limited future opportunity for the rep’s services.",9,Speaking with non‑owner or unavailable decision‑maker
call_111,The prospect indicated they were currently at work and could not engage in a full conversation at that moment.,3,Prospect unavailable or uncertain about timing
call_111,"The prospect mentioned scheduling constraints and emphasized that partnership slots fill up early in the week, urging a quick response to secure a time.",3,Prospect unavailable or uncertain about timing
call_111,"The prospect was initially confused about who the caller was and what company they represented, asking multiple times for clarification about 'Owner.com'.",7,Prospect confusion or lack of awareness
call_112,"The prospect mentioned they were switching to a new provider (SpotOn) and that this provider would handle their SEO, implying they were already committed to another solution.",6,Prospect not ready to change systems
call_112,"The prospect indicated that the new system was not yet implemented, suggesting uncertainty about future results and timing for any new engagement.",6,Prospect not ready to change systems
call_113,"The prospect expressed disinterest in loyalty systems and marketing, indicating a potential objection to the product’s relevance.",1,Low prospect engagement or interest
call_113,The prospect stated they had no time to talk because it was Friday afternoon before dinner service.,3,Prospect unavailable or uncertain about timing
call_113,The prospect requested that information be sent by email and stated they were busy and not interested in a cold call.,3,Prospect unavailable or uncertain about timing
call_113,"The prospect questioned who the rep was and whether they were calling from Google, showing confusion and skepticism about the caller’s identity.",5,Prospect confusion about caller identity and purpose
call_114,"The prospect shows no interest in exploring new marketing or demo opportunities, indicating satisfaction with the current setup and lack of intent to engage further.",1,Low prospect engagement or interest
call_114,The prospect expresses contentment with existing ordering platforms and does not indicate a desire for additional customer acquisition solutions.,4,Already satisfied or not ready for new online ordering solutions
call_115,The prospect reveals they are already using Ordering360 for online ordering and have not yet gone live.,4,Already satisfied or not ready for new online ordering solutions
call_115,"The prospect indicates they have a one-year contract with Ordering360, implying they cannot switch or explore alternatives soon.",6,Prospect not ready to change systems
call_116,"The prospect asked about the cost structure, showing concern about potential expenses.",2,Pricing questions and cost concerns
call_116,"The prospect requested that information be sent by message instead of continuing the call, indicating limited availability.",3,Prospect unavailable or uncertain about timing
call_116,The prospect expressed uncertainty about their restaurant’s online visibility and mentioned they were new and still figuring things out.,4,Already satisfied or not ready for new online ordering solutions
call_116,The prospect said they need to talk to their business partner before proceeding and were unsure about scheduling a follow-up.,6,Prospect not ready to change systems
call_117,"The prospect indicated they were busy and asked the rep to call back after Wednesday, showing a time constraint and potential deferral of the conversation.",3,Prospect unavailable or uncertain about timing
call_117,"At the end of the call, the prospect said they would think about it, indicating hesitation or uncertainty about moving forward.",3,Prospect unavailable or uncertain about timing
call_117,"The prospect mentioned they would talk to their manager before deciding, signaling that they were not the sole decision-maker and introducing a dependency on another person.",6,Prospect not ready to change systems
call_118,The prospect indicated that Angel was not the right person to discuss the service and redirected the rep to speak with Gilberto instead.,5,Prospect confusion about caller identity and purpose
call_119,The prospect expressed confusion about who the caller was and which company they represented.,5,Prospect confusion about caller identity and purpose
call_119,The prospect indicated they recently started working with another provider and preferred to keep that relationship.,6,Prospect not ready to change systems
call_119,The prospect stated they were driving and did not have time to view a demo or screen share.,8,Scheduling or demo confirmation challenges
call_120,"The prospect indicated that they are not the person who handles the restaurant’s website, mentioning that their accountant manages it instead.",9,Speaking with non‑owner or unavailable decision‑maker
call_121,"The person who answered the call revealed she was the prospect’s sister, not the business owner the rep intended to reach.",5,Prospect confusion about caller identity and purpose
call_121,"The sister asked who was calling and what the call was regarding, signaling curiosity and a potential gatekeeping moment.",5,Prospect confusion about caller identity and purpose
call_121,"The sister explained that the actual owner was out of the country until the end of March, creating a delay in reaching the decision-maker.",9,Speaking with non‑owner or unavailable decision‑maker
call_121,"The sister redirected the rep to contact her brother, who manages the restaurant operations, and provided his name and timing for when he is usually available.",9,Speaking with non‑owner or unavailable decision‑maker
call_122,"The prospect stated they did not have time right now to discuss further and would call back later, showing immediate unavailability and possible deferral.",3,Prospect unavailable or uncertain about timing
call_122,"The prospect mentioned that next week is rough and they are backed up with work, indicating scheduling hesitation for a demo.",8,Scheduling or demo confirmation challenges
call_123,"The prospect indicated they had not looked into any other options for online ordering beyond DoorDash and Uber Eats, showing low awareness or motivation to change.",4,Already satisfied or not ready for new online ordering solutions
call_123,"The prospect did not recognize the rep’s company name, showing unfamiliarity and possible skepticism.",5,Prospect confusion about caller identity and purpose
call_123,"The prospect mentioned that their sales were inconsistent, suggesting a potential pain point but also uncertainty about the cause or solution.",6,Prospect not ready to change systems
call_123,"At the end of the call, the prospect did not commit to a demo but agreed to a callback time after the lunch rush.",8,Scheduling or demo confirmation challenges
call_124,"The prospect explained that their location is already very busy, sometimes turning off online orders due to high volume and limited staff, implying no need for additional ordering channels.",0,Limited capacity or no interest in online ordering
call_124,The prospect indicated they do not use any third-party delivery services and rely solely on their POS Toast online ordering system.,4,Already satisfied or not ready for new online ordering solutions
call_124,"The prospect revealed they are not the decision-maker and that the daughter, Jenny, is the owner responsible for such decisions.",9,Speaking with non‑owner or unavailable decision‑maker
call_124,"The prospect mentioned that Jenny, the decision-maker, is extremely busy with family and restaurant responsibilities, suggesting limited availability for engagement.",9,Speaking with non‑owner or unavailable decision‑maker
call_125,The prospect indicated that the person on the phone was not the decision-maker and directed the rep to contact someone named Luigi instead.,5,Prospect confusion about caller identity and purpose
call_126,"The prospect expressed appreciation but asked the rep to send an email instead of continuing the conversation, citing that they were currently working and busy with lunch service.",3,Prospect unavailable or uncertain about timing
call_126,The prospect reiterated they had to go immediately due to being busy.,3,Prospect unavailable or uncertain about timing
call_126,The prospect indicated they were unfamiliar with the reference contact (Severin Jones) that the rep mentioned as social proof.,5,Prospect confusion about caller identity and purpose
call_127,The prospect explained she would be out of the country starting Friday and asked to call back later to set up the meeting.,3,Prospect unavailable or uncertain about timing
call_127,The prospect said she needed to discuss the decision with her husband before proceeding.,6,Prospect not ready to change systems
call_127,The prospect admitted she was not sure what Owner.com does and only vaguely remembered seeing it on Facebook.,7,Prospect confusion or lack of awareness
call_128,"The prospect asked about pricing and commission rates, indicating a cost concern or curiosity about the offer.",2,Pricing questions and cost concerns
call_128,The prospect initially indicated that the relevant person was not available and seemed unsure about continuing the conversation.,3,Prospect unavailable or uncertain about timing
call_128,"The prospect deferred the conversation, saying their son handles such matters and would talk later.",3,Prospect unavailable or uncertain about timing
call_128,"The prospect expressed unfamiliarity with the restaurant name mentioned by the rep, showing confusion about the context of the call.",5,Prospect confusion about caller identity and purpose
call_128,"The prospect declined to discuss the report further and reiterated that only their son would handle it, mentioning the son was out of town.",9,Speaking with non‑owner or unavailable decision‑maker
call_129,"The prospect redirected the rep to speak with their manager, indicating they were not the decision-maker for online orders.",0,Limited capacity or no interest in online ordering
call_129,"The prospect declined to join future calls, citing being too busy and delegating responsibility to the manager.",3,Prospect unavailable or uncertain about timing
call_129,"The prospect asked what the call was about, indicating confusion or lack of awareness about the demo request.",5,Prospect confusion about caller identity and purpose
call_129,The prospect stated they did not remember submitting a demo request and suggested it might have been their manager.,8,Scheduling or demo confirmation challenges
call_130,"The prospect asked whether he would have input on how the system works, specifically if he could prioritize to-go sales.",0,Limited capacity or no interest in online ordering
call_130,The prospect mentioned he already uses delivery services and seemed to question the need for another solution.,4,Already satisfied or not ready for new online ordering solutions
call_130,"The prospect expressed confusion about what the company does after the rep mentioned other local clients, indicating he had been looking at many different solutions.",5,Prospect confusion about caller identity and purpose
call_130,The prospect revealed he is currently investing in a to-go room build-out and is cautious about spending more money until that project is complete.,6,Prospect not ready to change systems
call_130,The prospect stated he would prefer to talk in a couple of months because he won’t use the service until his build-out is finished and doesn’t want to forget about it.,6,Prospect not ready to change systems
call_131,"The prospect mentioned that their brother, the decision-maker, is very busy and preferred that the rep contact him by email rather than by phone.",3,Prospect unavailable or uncertain about timing
call_131,"The prospect indicated that they are not the decision-maker and redirected the rep to their brother, who handles operations and is responsible for such decisions.",9,Speaking with non‑owner or unavailable decision‑maker
call_132,"The prospect did not have access to a computer at the scheduled time, which could prevent the rep from showing the demo.",8,Scheduling or demo confirmation challenges
call_132,The prospect indicated that their son might be involved in the business and could assist with coordination.,9,Speaking with non‑owner or unavailable decision‑maker
call_133,"The prospect was not immediately available, and the rep was speaking with someone else who might not be the decision-maker.",3,Prospect unavailable or uncertain about timing
call_133,The person on the line showed uncertainty or confusion about the rep’s reference to another local business and location.,5,Prospect confusion about caller identity and purpose
call_133,The prospect indicated that someone else might now handle marketing or online presence responsibilities.,9,Speaking with non‑owner or unavailable decision‑maker
call_134,The prospect explained they were not doing anything to increase online orders because the busy season was coming and they were already too busy to handle more orders.,0,Limited capacity or no interest in online ordering
call_134,"The prospect reiterated that due to limited space and staff, they cannot extend or change operations at this time.",0,Limited capacity or no interest in online ordering
call_134,"The prospect stated that the restaurant is small, with only four or five employees, and cannot handle more business or expand operations.",9,Speaking with non‑owner or unavailable decision‑maker
call_135,"The prospect stated that it was the lunch hour and they were too busy to talk, suggesting the rep should call back later.",3,Prospect unavailable or uncertain about timing
call_135,"The prospect expressed uncertainty about the exact time for a callback, shifting from 'later this afternoon' to 'next week sometime.'",3,Prospect unavailable or uncertain about timing
call_135,"The prospect indicated that the person the rep asked for, Andy, was not available and implied Andy was not the right contact.",5,Prospect confusion about caller identity and purpose
call_136,"The prospect did not clearly confirm interest in online ordering and instead asked for an email contact, signaling hesitation to engage further on the call.",1,Low prospect engagement or interest
call_136,The prospect showed confusion or lack of awareness about the company when asked if they had heard of owner.com.,7,Prospect confusion or lack of awareness
call_137,The prospect stated that their restaurant was not ready to start marketing or online ordering because they were working on a new concept and redoing operations.,0,Limited capacity or no interest in online ordering
call_137,The prospect explained that the kitchen was overwhelmed and they currently had no online ordering system in place.,0,Limited capacity or no interest in online ordering
call_137,"The prospect initially did not recognize the company or recall any prior contact, expressing confusion about who reached out and why.",5,Prospect confusion about caller identity and purpose
call_137,The prospect reiterated that marketing decisions were handled by another department and that they were not ready to engage until after internal systems and business separations were complete.,6,Prospect not ready to change systems
call_137,"The prospect firmly stated that it was not a good time, citing workload and ongoing projects, and declined to schedule a demo despite multiple attempts from the rep.",8,Scheduling or demo confirmation challenges
call_138,The prospect did not express interest or engagement after hearing about the 0% commission delivery and other features.,1,Low prospect engagement or interest
call_138,The prospect indicated they do not currently do any online ordering or delivery.,4,Already satisfied or not ready for new online ordering solutions
call_138,The prospect confirmed that online growth is not a priority and that they are not on any delivery platforms like DoorDash or UberEats.,4,Already satisfied or not ready for new online ordering solutions
call_139,"The prospect mentioned they were driving and requested the rep’s phone number to pass along to the manager, signaling limited availability to continue the call.",3,Prospect unavailable or uncertain about timing
call_139,"The prospect indicated they did not speak much English, creating a language barrier that could prevent effective communication and demo scheduling.",8,Scheduling or demo confirmation challenges
call_139,"The prospect stated that the manager was not present and that the manager or their son handled such matters, implying the current contact was not the decision-maker.",9,Speaking with non‑owner or unavailable decision‑maker
call_140,"The prospect refuses to share store sales data, signaling discomfort and a boundary on information sharing.",1,Low prospect engagement or interest
call_140,"The prospect dismisses the example of another restaurant’s $16,000 in online sales as unimpressive, implying skepticism about the value of the rep’s solution.",4,Already satisfied or not ready for new online ordering solutions
call_140,"The prospect states their DoorDash sales are around $50,000 per month and expresses doubt that the rep’s company can help, asserting they already drive orders from their website and other sources.",4,Already satisfied or not ready for new online ordering solutions
call_140,"The prospect insists their restaurant sales far exceed third-party sales and that they already have strong direct ordering and local following, concluding there is no need for the rep’s help.",4,Already satisfied or not ready for new online ordering solutions
call_141,The prospect asked about pricing before committing to a demo or further discussion.,2,Pricing questions and cost concerns
call_141,"The prospect reiterated the need to consult their partner, who was currently unavailable, and suggested calling back later.",3,Prospect unavailable or uncertain about timing
call_141,The prospect clarified that it was their partner who had shown interest and requested to speak with them before proceeding.,6,Prospect not ready to change systems
call_142,"The prospect indicated they pay a lot in commission fees to DoorDash and Uber Eats, revealing a pain point but also potential skepticism about alternatives.",4,Already satisfied or not ready for new online ordering solutions
call_142,The prospect did not commit immediately to a demo and deferred the conversation to a later time after speaking with Pedro.,8,Scheduling or demo confirmation challenges
call_142,"The prospect mentioned another person, Pedro, who appears to be involved in decisions, suggesting the rep was not speaking with the sole decision-maker.",9,Speaking with non‑owner or unavailable decision‑maker
call_143,The prospect raised an implicit concern about pricing and value when the rep mentioned a flat monthly fee and compared it to commission-based models.,2,Pricing questions and cost concerns
call_143,The prospect showed uncertainty or confusion about how Owner.com differs from DoorDash and how deliveries would actually work.,7,Prospect confusion or lack of awareness
call_143,"The prospect appeared to be busy handling customers during the call, creating a time constraint that could prevent meaningful discussion or demo scheduling.",8,Scheduling or demo confirmation challenges
call_143,"The prospect indicated that decisions are made jointly with a partner, implying that both need to be involved before committing to a demo.",8,Scheduling or demo confirmation challenges
call_143,"At the end of the call, the prospect did not commit to a specific demo time and deferred the decision until after discussing with their partner.",8,Scheduling or demo confirmation challenges
call_144,"The prospect mentions they already have another brand working with Owner.com, suggesting prior familiarity and potential overlap.",7,Prospect confusion or lack of awareness
call_144,The prospect does not commit to a specific demo time but agrees to a future follow-up after their current issues are resolved.,8,Scheduling or demo confirmation challenges
call_144,"The prospect reveals that their restaurant’s Google profile is inaccurate and currently listed under the wrong information, indicating confusion about their online presence.",9,Speaking with non‑owner or unavailable decision‑maker
call_144,The prospect indicates that the restaurant’s online information is still being corrected and implies that now may not be the right time for a deeper discussion.,9,Speaking with non‑owner or unavailable decision‑maker
call_145,"The prospect expressed dissatisfaction with SpotHopper’s pricing, noting that AI and other apps are making similar services cheaper and implying that SpotHopper should lower its prices.",2,Pricing questions and cost concerns
call_145,"The prospect asked detailed pricing questions about Owner.com’s model, including whether it was percentage-based or flat fee and what was included.",2,Pricing questions and cost concerns
call_145,"The prospect revealed they had just signed paperwork for merchant services and were starting online ordering integration with SpotHopper, indicating they were already committed to another provider.",4,Already satisfied or not ready for new online ordering solutions
call_145,The prospect indicated they were in the middle of multiple projects and requested the rep follow up in about six months after evaluating their current setup.,6,Prospect not ready to change systems
call_146,"The prospect showed some uncertainty or hesitation when the rep explained pricing and structure, responding with 'hmm I see' and not engaging further.",1,Low prospect engagement or interest
call_146,"The prospect mentioned they pay much less commission to third-party platforms than the typical 25%, reducing the urgency to switch to a new system.",2,Pricing questions and cost concerns
call_146,"The prospect indicated that most of their orders come from third-party delivery platforms rather than their own website, suggesting reliance on external channels and potential hesitation to change ordering habits.",4,Already satisfied or not ready for new online ordering solutions
call_147,"The prospect indicated that their son handles matters related to the restaurant, implying that the current speaker is not the decision-maker.",9,Speaking with non‑owner or unavailable decision‑maker
call_148,The prospect does not commit to any next step or demo after the rep’s explanation and example.,1,Low prospect engagement or interest
call_148,The prospect indicates they do not currently offer delivery and implies a lack of interest or perceived hassle in setting it up.,4,Already satisfied or not ready for new online ordering solutions
call_148,"The prospect expresses that offering delivery or online ordering seems like a hassle, signaling resistance to change.",4,Already satisfied or not ready for new online ordering solutions
call_149,"The prospect revealed that another person, not them, is responsible for website and online ordering decisions.",0,Limited capacity or no interest in online ordering
call_149,The prospect indicated they do not remember the company 'Owner' or the previous conversation.,7,Prospect confusion or lack of awareness
call_149,"The prospect clarified that they are no longer the owner of the restaurant, contradicting the rep’s assumption.",9,Speaking with non‑owner or unavailable decision‑maker
call_150,"When asked about focusing on bringing orders in-house, the prospect declined to elaborate, showing disinterest or unwillingness to discuss current priorities.",1,Low prospect engagement or interest
call_150,"The prospect indicated they were not available or not interested in engaging in a conversation at that moment, signaling hesitation or lack of time to discuss.",3,Prospect unavailable or uncertain about timing
